Temperature (°C),Humidity (%),Occupancy,Energy Consumption (kWh)
22.79,36.5,0,170
22.8566666666667,37.2266666666667,1,440
22.89,37.863333333333294,0,300
22.89,37.53,1,380
22.89,37.59,1,870
22.9175,39.5425,0,420
23.1333333333333,45.19333333333329,0,230
23.1666666666667,44.5,0,180
23.1666666666667,45.0266666666667,0,110
23.2,43.5666666666667,0,110
23.2,42.5666666666667,1,110
23.2,41.5633333333333,1,110
23.2,41.1566666666667,0,110
23.2,40.69333333333329,1,120
23.2,40.36,1,100
23.2,40.06,1,100
23.2,39.933333333333294,1,90
23.1666666666667,39.6633333333333,1,90
23.1666666666667,39.53,1,120
23.1,39.4,0,100
23.1,39.1266666666667,0,110
23.1,38.863333333333294,1,100
23.1,38.73,0,110
23.1,38.59,1,100
23.1,38.59,0,100
23.1,38.59,1,90
23.1,38.59,0,50
23.033333333333296,38.9966666666667,1,50
23.0,39.4,1,40
22.9266666666667,39.3266666666667,0,50
22.89,39.23,0,60
22.89,39.29,1,50
22.79,39.23,0,60
22.79,39.23,0,50
22.79,39.29,0,60
22.73,39.23,1,60
22.7,39.2,1,60
22.7,39.2,1,50
22.7,39.2,1,50
22.6333333333333,39.1266666666667,1,50
22.6,39.09,1,60
22.6,39.09,1,50
22.6,39.0,0,60
22.6,39.0,0,60
22.5,39.045,1,50
22.56666666666669,39.06,1,60
22.5,39.06,0,60
22.5,39.09,0,50
22.5,39.09,1,50
22.5,39.1266666666667,1,50
22.5,39.1266666666667,0,40
22.4266666666667,39.1266666666667,1,50
22.5,39.2,1,60
22.463333333333296,39.1633333333333,1,50
22.39,39.09,1,60
22.39,39.09,0,60
22.39,39.09,1,50
22.39,39.09,1,60
22.39,39.09,1,60
22.29,39.09,0,50
22.29,39.09,1,50
22.29,39.06,0,50
22.29,39.0,0,50
22.29,38.9666666666667,1,50
22.2225,38.8725,1,60
22.2,38.79,1,40
22.2,38.76,1,70
22.2,38.7,1,50
22.2,38.7,1,60
22.2,38.6266666666667,1,50
22.2,38.59,0,60
22.1333333333333,38.59,1,50
22.1,38.59,1,50
22.1,38.59,0,50
22.1,38.5,1,50
22.1,38.5,1,50
22.1,38.4666666666667,0,50
22.1,38.4,1,60
22.06666666666669,38.363333333333294,1,50
22.0,38.29,0,60
22.0,38.26,0,50
22.0,38.2,1,60
22.0,38.2,1,60
22.0,38.2,1,50
21.945,38.145,1,50
21.89,38.09,1,50
21.89,38.09,1,50
21.89,38.09,0,60
21.89,38.4966666666667,0,80
21.9266666666667,39.1266666666667,1,50
22.0,39.1266666666667,1,60
22.033333333333296,39.09,1,50
22.033333333333296,39.09,1,80
22.1,38.9666666666667,1,80
22.033333333333296,38.8266666666667,1,50
22.0,38.7,1,70
22.06666666666669,38.7,1,180
22.1,38.7,1,190
22.1,38.5666666666667,1,120
22.1,38.4,0,300
22.1,38.4,1,350
22.1,38.2,1,130
22.1,38.2,0,130
22.1333333333333,38.1633333333333,1,120
22.2,38.0675,1,140
22.2,37.933333333333294,0,100
22.2,37.863333333333294,1,110
22.2,37.6566666666667,0,370
22.29,37.8,0,400
22.29,38.19333333333329,1,300
22.29,38.29,1,300
22.3566666666667,38.29,1,280
22.39,37.93,1,280
22.39,37.863333333333294,1,320
22.39,37.79,0,360
22.39,37.79,0,210
22.4266666666667,39.1,1,90
22.5,38.8266666666667,0,100
22.5,39.0933333333333,1,90
22.5,38.5,1,90
22.533333333333296,37.93,1,100
22.533333333333296,37.59666666666671,0,100
22.5,37.363333333333294,1,100
22.5,37.1175,1,130
22.56666666666669,37.19333333333329,0,260
22.7,38.06,1,110
22.76,38.33333333333329,1,110
22.79,38.6633333333333,1,110
22.79,38.59,0,110
22.82333333333329,38.5,0,110
22.82333333333329,38.36,1,110
22.82333333333329,38.06,0,110
22.89,37.86,0,110
22.89,37.5266666666667,0,80
22.89,37.1333333333333,0,90
23.0,36.83333333333329,0,80
23.0,36.6266666666667,0,80
23.0,36.363333333333294,1,70
23.06666666666669,36.23,1,80
23.0,35.9666666666667,1,80
23.0,35.7666666666667,1,70
23.0,35.6633333333333,1,60
23.0,35.53,1,60
23.0,35.4,1,60
23.0,35.1633333333333,1,80
23.0,35.03,1,80
23.0,34.9666666666667,1,80
23.0,34.7666666666667,1,70
23.0,34.6333333333333,1,80
23.0,34.4333333333333,0,80
23.0,34.2,0,190
22.9266666666667,34.0666666666667,0,580
23.0,36.03,0,480
23.0,38.8966666666667,0,200
23.033333333333296,40.16666666666671,1,120
23.1,39.16666666666671,1,120
23.1,39.69333333333329,1,140
23.1,39.433333333333294,0,110
23.1,38.96,1,110
23.033333333333296,38.5,1,120
23.0,38.0266666666667,0,100
23.0,37.7666666666667,1,120
23.0,37.43,1,120
23.0,37.1725,1,120
22.9266666666667,36.933333333333294,0,110
22.89,36.76,1,110
22.89,36.6266666666667,1,110
22.89,36.53,1,100
22.82333333333329,36.463333333333296,1,110
22.79,36.29,1,60
22.79,36.29,1,70
22.76,36.433333333333294,0,60
22.7,36.6333333333333,1,70
22.6666666666667,36.6,0,90
22.6,36.3266666666667,1,60
22.6,36.29,1,60
22.6,36.29,0,60
22.5,36.2,1,60
22.5,36.1266666666667,1,50
22.5,36.0,0,60
22.5,35.9333333333333,1,60
22.463333333333296,35.8633333333333,0,60
22.39,35.73,1,60
22.39,35.7,0,60
22.3566666666667,35.59,1,60
22.29,35.53,1,60
22.29,35.5,1,50
22.29,35.5,0,50
22.2,35.3266666666667,1,60
22.2,35.3266666666667,1,60
22.2,35.29,0,50
22.2,35.29,1,60
22.1666666666667,35.2,0,60
22.1,35.2,1,60
22.1,35.2,1,60
22.1,35.2,1,60
22.06666666666669,35.1633333333333,1,30
22.0,35.09,1,40
22.0,35.09,0,30
22.0,35.1633333333333,1,30
21.89,35.1266666666667,1,60
21.89,35.2,1,70
21.89,35.2,1,70
21.89,35.2,0,50
21.82333333333329,35.1266666666667,1,70
21.79,35.2,0,50
21.79,35.2,0,50
21.79,35.2,1,60
21.79,35.2,0,50
21.76,35.29,0,60
21.7,35.29,1,50
21.7,35.29,0,60
21.7,35.3633333333333,0,70
21.7,35.4,0,50
21.7,35.4,0,70
21.6,35.3266666666667,1,50
21.6,35.4,1,50
21.6,35.4,1,50
21.6,35.4,1,60
21.5,35.4,0,50
21.5,35.4,0,60
21.5,35.5,0,60
21.5,35.5,1,60
21.5,35.5,1,60
21.5,35.59,1,50
21.5,35.59,0,50
21.5,35.7566666666667,0,40
21.5,36.223333333333294,1,50
21.5,36.3266666666667,0,70
21.5,36.4666666666667,1,70
21.5,36.7,1,70
21.5,36.76,1,70
21.5,36.56,1,80
21.5,36.5,1,100
21.5,36.56,1,80
21.5,36.5,1,70
21.5,36.53,0,120
21.5,36.59,1,70
21.5,36.53,1,70
21.5,36.7966666666667,0,140
21.5,36.6633333333333,1,100
21.5,36.59,0,100
21.445,36.45,1,320
21.39,36.29,1,330
21.39,36.29,0,120
21.39,37.1266666666667,0,80
21.39,37.1266666666667,1,90
21.39,36.83333333333329,1,100
21.39,36.6266666666667,1,90
21.39,36.4666666666667,0,100
21.39,36.3266666666667,1,90
21.39,36.2,1,90
21.39,36.2,0,80
21.39,36.23,0,80
21.39,36.29,0,220
21.39,36.29,0,400
21.39,36.29,1,90
21.5,36.5,0,70
21.5,36.5,1,70
21.5,36.5,1,60
21.5,36.56,0,80
21.55,36.545,1,60
21.6,36.56,0,70
21.6,36.5,1,60
21.6,36.5,0,60
21.6,36.433333333333294,1,70
21.6,36.4,1,60
21.6666666666667,36.4666666666667,1,50
21.7,36.5,1,50
21.7,36.5,1,50
21.73,36.5,0,60
21.79,36.5,1,70
21.79,36.4,1,60
21.79,36.4,1,60
21.82333333333329,36.4,0,70
21.89,36.4,0,70
21.89,36.363333333333294,1,80
21.89,36.29,1,60
22.0,36.363333333333294,0,80
22.0,36.29,1,70
22.0,36.26,1,60
22.0,36.2,1,60
22.0,36.2,1,60
22.033333333333296,36.23,0,80
22.1,36.29,0,80
22.1,36.26,0,80
22.1,36.2,1,100
22.1,36.1633333333333,1,90
22.1,36.03,0,110
22.1333333333333,35.8633333333333,1,100
22.1333333333333,35.73,1,110
22.1333333333333,36.0,0,120
22.2,36.0,0,120
22.2,36.03,1,110
22.2,36.09,0,110
22.2,36.0,1,110
22.2,36.0,1,110
22.1666666666667,36.0,1,110
22.1,35.9333333333333,1,100
22.1666666666667,35.79,1,100
22.1,35.845,1,90
22.1,35.73,1,70
22.1,35.73,1,100
22.1,35.79,0,100
22.1,35.9,0,120
22.1,35.8266666666667,1,110
22.1,35.76,1,110
22.033333333333296,35.6266666666667,0,110
22.0,35.4666666666667,0,110
22.0,35.4,1,110
22.0,35.5,0,100
21.9266666666667,35.5,1,90
21.89,35.4,1,110
21.89,35.4,1,90
21.89,35.4,0,90
21.89,35.4,0,80
21.79,35.29,0,80
21.79,35.29,0,80
21.73,35.5,1,80
21.73,35.4333333333333,1,80
21.7,35.4,0,70
21.7,35.3633333333333,0,70
21.6333333333333,35.29,0,60
21.6,35.26,1,60
21.6,35.26,1,60
21.6,35.2,1,80
21.6,35.2,1,70
21.5,35.2,1,80
21.5,35.2,1,80
21.5,35.23,0,70
21.5,35.29,1,80
21.463333333333296,35.2,0,70
21.39,35.2,1,70
21.39,35.2,0,80
21.39,35.2,1,60
21.39,35.2,0,70
21.32333333333329,35.2,1,60
21.29,35.2,0,70
21.29,35.2,1,70
21.29,35.245,1,60
21.29,35.29,0,80
21.23,35.23,1,70
21.2,35.2,1,60
21.2,35.2,0,70
21.2,35.29,1,70
21.2,35.29,1,60
21.1666666666667,35.29,1,40
21.1,35.29,0,40
21.1,35.29,1,50
21.1,35.29,1,70
21.1,35.3266666666667,1,80
21.033333333333296,35.3266666666667,1,70
21.0,35.29,0,70
21.0,35.29,0,60
21.0,35.29,1,60
21.0,35.3633333333333,1,70
21.0,35.4,1,60
21.0,35.4,0,70
20.89,35.5,1,70
20.89,35.5,0,80
20.89,35.7666666666667,1,110
20.89,36.2666666666667,1,60
20.963333333333296,36.4666666666667,1,60
21.0,36.53,0,70
21.0,36.59,1,70
21.0,36.6266666666667,1,110
21.0,36.83333333333329,1,60
21.0,36.963333333333296,0,30
21.0,37.1633333333333,1,40
21.0,37.23,0,30
21.0,37.23,1,60
21.0,37.2,0,60
21.0,37.1266666666667,0,40
21.0,37.06,0,50
21.0,37.0,0,60
21.0,36.9666666666667,0,70
21.0,36.9,1,70
20.89,36.79,0,70
20.89,36.7225,1,70
20.89,36.6266666666667,0,60
20.89,36.5,1,60
20.89,36.5,1,70
20.89,36.4,0,60
20.89,36.4,1,70
20.8566666666667,36.4666666666667,0,60
20.79,36.4,1,70
20.79,36.433333333333294,1,60
20.79,36.5,0,40
20.79,36.5,0,50
20.79,36.56,0,40
20.79,36.59,0,60
20.79,36.6633333333333,1,70
20.7,36.73,1,60
20.76,36.863333333333294,0,70
20.7,36.933333333333294,0,70
20.76,37.0,0,70
20.79,37.09,0,60
20.79,37.09,1,60
20.745,37.2,0,70
20.79,37.2666666666667,1,60
20.79,37.4666666666667,0,60
20.79,37.7,0,60
20.79,37.7,1,70
20.79,37.7,1,70
20.79,37.7,1,60
20.79,37.7,1,80
20.79,37.7,1,60
20.79,37.79,0,60
20.79,37.79,1,50
20.79,37.79,1,40
20.79,37.79,0,50
20.79,38.1566666666667,1,50
20.79,38.29,0,60
20.79,38.29,0,70
20.79,38.29,1,60
20.79,38.2,1,60
20.79,38.2,1,70
20.79,38.2,0,70
20.79,38.23,1,60
20.79,38.29,1,60
20.79,38.29,0,70
20.79,38.29,1,60
20.79,38.29,1,80
20.79,38.29,1,60
20.79,38.4,0,60
20.79,38.4,0,60
20.73,38.4,1,50
20.79,38.4,1,70
20.79,38.6566666666667,1,90
20.79,38.93,0,80
20.76,39.1266666666667,1,90
20.7,39.26,1,80
20.73,39.2,0,80
20.73,39.2,1,170
20.7,39.463333333333296,1,440
20.76,39.723333333333294,0,250
20.82333333333329,42.63,0,110
20.9175,44.4725,1,110
21.0,43.933333333333294,1,120
21.1,42.7333333333333,1,120
21.1666666666667,42.0666666666667,0,110
21.32333333333329,41.363333333333294,0,110
21.39,40.7566666666667,1,170
21.533333333333296,40.2966666666667,1,110
21.6666666666667,40.2966666666667,0,90
21.82333333333329,40.1633333333333,1,100
21.963333333333296,39.963333333333296,0,100
22.1,39.76,0,100
22.1,39.6266666666667,0,100
22.2,39.43,0,120
22.2,39.23,1,120
22.2,38.9666666666667,1,120
22.2,38.8266666666667,1,100
22.29,38.6633333333333,1,100
22.29,38.53,1,90
22.2,38.26,1,70
22.2,38.2,1,60
22.2,38.2,1,80
22.2,38.2,1,70
22.1333333333333,38.2,1,60
22.1,38.2,0,60
22.033333333333296,38.1266666666667,1,60
22.0,38.2,1,60
22.0,38.26,1,60
21.89,38.29,0,70
21.89,38.29,1,70
21.89,38.2,1,70
21.82333333333329,38.1266666666667,0,70
21.79,38.06,1,60
21.79,37.933333333333294,0,60
21.7,37.9,0,60
21.7,37.8266666666667,1,70
21.7,37.79,1,60
21.6333333333333,37.73,1,40
21.6,37.7,1,60
21.6,37.6266666666667,0,50
21.55,38.295,0,60
21.5,38.69333333333329,0,50
21.5,38.5,0,50
21.5,38.8266666666667,1,50
21.4266666666667,38.8266666666667,1,50
21.39,38.6633333333333,0,50
21.32333333333329,38.53,0,60
21.29,38.4,1,60
21.29,38.2666666666667,0,50
21.29,38.0,1,50
21.23,37.86,1,60
21.26,37.863333333333294,0,40
21.2,37.79,0,50
21.2,37.6633333333333,1,50
21.2,37.59,0,50
21.1,37.59,0,60
21.1,37.53,0,50
21.1,37.4,1,60
21.1,37.4,1,50
21.0,37.245,0,30
21.0,37.09,1,30
21.0,37.09,1,20
21.0,37.06,1,40
20.9266666666667,37.0,0,50
20.89,36.9,1,60
20.89,36.9,1,60
20.89,36.79,0,50
20.82333333333329,36.73,0,70
20.79,36.8,0,80
20.79,37.1333333333333,0,50
20.79,37.33,0,60
20.79,37.39,1,280
20.79,37.3266666666667,1,150
20.79,37.4,0,70
20.79,37.29,1,70
20.79,37.363333333333294,1,100
20.79,37.3,1,60
20.79,37.433333333333294,1,70
20.79,37.59,0,50
20.7675,37.4475,1,40
20.76,37.3266666666667,1,40
20.7,37.2,1,40
20.7,37.1266666666667,1,60
20.7,37.06,0,380
20.7,37.0,0,220
20.7,37.09,1,50
20.7,37.09,1,50
20.7,37.09,1,50
20.7,37.09,0,50
20.73,37.09,1,50
20.79,37.09,1,40
20.79,37.09,1,60
20.79,37.09,0,60
20.82333333333329,37.03,0,60
20.89,37.09,1,60
20.89,37.09,1,50
20.89,37.09,1,50
20.79,36.9666666666667,1,50
20.865,36.975,1,40
20.89,37.0,0,50
20.89,36.9666666666667,0,30
20.89,36.9,0,40
20.89,36.9,0,30
20.89,36.9,1,50
20.89,36.9,1,60
20.89,36.9666666666667,0,40
20.9266666666667,37.0,1,50
20.9266666666667,37.0,1,50
21.0,37.0,1,50
21.0,37.0,0,60
21.0,36.9,1,50
21.0,36.8266666666667,0,60
21.0,36.79,1,50
21.0,36.79,1,60
21.0,36.76,0,50
21.0,36.7,1,40
21.0,36.7,1,50
21.0,36.7,1,50
20.9266666666667,36.7,1,60
20.963333333333296,36.73,0,60
20.963333333333296,36.79,0,40
20.963333333333296,36.79,1,40
20.89,36.79,0,30
20.89,36.79,1,30
20.89,36.79,0,40
20.89,36.79,0,50
20.89,36.79,1,50
20.89,36.79,0,60
20.89,36.863333333333294,1,50
20.89,36.9,1,60
20.89,36.9,1,50
20.8566666666667,36.863333333333294,1,50
20.79,36.863333333333294,0,50
20.8566666666667,36.9,1,50
20.8566666666667,36.9666666666667,1,50
20.82333333333329,36.9,1,70
20.89,36.9666666666667,1,90
20.84,37.05,1,120
20.89,37.29,1,100
20.89,37.29,1,90
20.89,37.29,0,100
20.89,37.29,0,110
20.89,37.23,1,210
20.89,37.5633333333333,0,590
21.033333333333296,41.1266666666667,0,460
21.1666666666667,46.4,0,100
21.29,45.0,1,100
21.29,43.9266666666667,0,100
21.39,42.4933333333333,1,80
21.463333333333296,41.36,0,70
21.5,40.33333333333329,1,100
21.56666666666669,39.7266666666667,1,140
21.7,39.16,1,120
21.76,38.8266666666667,0,130
21.89,38.5266666666667,1,130
21.89,38.19333333333329,1,100
22.05,37.895,1,110
22.1333333333333,37.5266666666667,1,100
22.2,37.19333333333329,1,100
22.2,36.863333333333294,1,100
22.2,36.6566666666667,1,100
22.2,36.43,1,100
22.2,36.29,1,90
22.2,36.26,1,80
22.2,36.1266666666667,1,90
22.1,36.1266666666667,0,80
22.033333333333296,36.1266666666667,1,80
22.0,36.2,1,70
22.0,36.26,1,50
21.963333333333296,36.29,0,40
21.89,36.363333333333294,1,30
21.89,36.4,1,30
21.82333333333329,36.3266666666667,0,40
21.79,36.26,1,60
21.73,36.2,0,60
21.7,36.09,1,50
21.7,36.09,1,50
21.6333333333333,36.03,0,40
21.6,36.0,0,50
21.533333333333296,36.0,1,60
21.5,36.0,0,50
21.5,36.0,1,60
21.5,36.0,1,60
21.4266666666667,35.86,1,60
21.39,35.79,0,50
21.32333333333329,35.79,1,50
21.29,35.76,1,50
21.29,35.7,0,40
21.29,35.7,0,50
21.29,35.7,0,60
21.2,35.56,1,30
21.2,35.5,0,40
21.2,35.5,0,40
21.1333333333333,35.5,1,30
21.1,35.5,1,50
21.1,35.5,1,50
21.1,35.5,1,50
21.0,35.4,0,50
21.0,35.4,1,50
21.0,35.4,0,50
21.0,35.4,1,60
20.89,35.4,1,40
20.89,35.4,0,70
20.89,35.4,1,50
20.89,35.4,1,40
20.8566666666667,35.4,0,60
20.79,35.4,1,40
20.79,35.4,1,60
20.79,35.4,1,50
20.76,35.4,1,50
20.7,35.4,1,60
20.7,35.5,0,80
20.7,35.6933333333333,0,20
20.7,36.1266666666667,1,30
20.7,36.26,0,30
20.7,36.4,1,40
20.7,36.4,0,60
20.7,36.4666666666667,0,80
20.7,36.4666666666667,0,70
20.7,36.4,1,70
20.6,36.36,1,60
20.6,36.5,0,50
20.6333333333333,36.6266666666667,1,60
20.6333333333333,36.76,0,60
20.6,36.9,1,60
20.6,36.9666666666667,0,80
20.6333333333333,37.0666666666667,1,60
20.6333333333333,37.0666666666667,1,70
20.6,36.9666666666667,1,70
20.6,36.9,0,50
20.6,36.83333333333329,1,70
20.6,36.7,1,40
20.6,36.56,1,40
20.6,36.433333333333294,0,90
20.5,36.345,0,70
20.5,36.2,1,110
20.5,36.2,0,80
20.5,36.463333333333296,0,80
20.5,36.6633333333333,0,60
20.6,36.89,1,60
20.6,37.1633333333333,0,90
20.533333333333296,37.3266666666667,1,90
20.6,37.6,1,100
20.6,38.293333333333294,0,80
20.6666666666667,38.96,1,70
20.6333333333333,38.9,0,110
20.6333333333333,38.9,1,50
20.6,38.83333333333329,1,40
20.6,38.5666666666667,1,40
20.6,38.363333333333294,0,20
20.6,38.23,1,50
20.6,38.1566666666667,1,70
20.6,38.1566666666667,1,70
20.6,37.69,1,70
20.6,37.363333333333294,0,70
20.6,37.23,1,60
20.6333333333333,37.09,0,60
20.7,37.09,0,60
20.7,36.9666666666667,1,70
20.7,36.7666666666667,1,70
20.7,36.6633333333333,1,90
20.7,36.463333333333296,0,150
20.79,36.6266666666667,0,90
20.8566666666667,36.7,1,80
20.82333333333329,36.43,1,100
20.89,36.23,0,60
20.89,36.0266666666667,1,60
20.89,35.8266666666667,0,70
20.89,35.79,1,70
20.89,35.6566666666667,1,90
20.963333333333296,35.4666666666667,1,90
20.963333333333296,35.4,0,80
21.0,35.29,1,90
21.0,35.2675,1,100
21.0,35.1266666666667,1,100
21.0,34.9666666666667,1,100
21.0,34.8266666666667,0,100
21.0,34.79,1,110
21.0,34.73,0,100
20.89,34.7,1,100
20.89,34.7,0,90
20.9266666666667,34.7,1,100
20.9266666666667,34.76,0,70
21.0,34.8266666666667,0,60
21.0,34.9,0,70
20.89,35.0,1,90
20.963333333333296,35.0,1,120
21.0,35.09,1,110
21.0,35.03,0,160
21.1333333333333,34.9666666666667,1,360
21.26,37.433333333333294,1,180
21.4266666666667,41.7266666666667,0,100
21.575,39.795,1,100
21.6666666666667,37.5266666666667,1,100
21.73,36.5633333333333,0,140
21.8566666666667,36.1566666666667,0,100
21.9266666666667,35.93,1,100
22.0,35.6566666666667,0,120
22.1,35.56,1,100
22.1666666666667,35.4333333333333,1,90
22.2,35.26,1,110
22.2,35.0666666666667,1,100
22.23,34.9,0,100
22.29,34.7666666666667,1,110
22.23,34.59,0,100
22.23,34.53,1,110
22.2,34.4666666666667,1,130
22.2,34.4,1,80
22.2,34.53,1,70
22.2,34.6633333333333,1,60
22.1666666666667,34.8266666666667,0,50
22.1,34.9666666666667,1,60
22.1,35.09,0,70
22.0,35.1266666666667,1,80
22.0,35.2,0,70
21.89,35.2,1,70
21.89,35.26,0,80
21.89,35.29,1,70
21.82333333333329,35.23,1,60
21.79,35.23,1,70
21.73,35.29,0,70
21.7,35.53,1,70
21.7,35.53,0,70
21.6,35.4,1,60
21.6,35.4,0,60
21.5,35.5,1,60
21.5,35.5,0,40
21.5,35.53,1,40
21.4266666666667,35.53,1,50
21.39,35.53,0,40
21.39,35.7233333333333,1,50
21.29,35.79,1,60
21.29,35.79,0,40
21.23,35.73,1,50
21.2,35.7,1,50
21.2,35.7,0,60
21.1666666666667,35.6633333333333,1,50
21.1,35.59,0,60
21.1,35.59,0,60
21.1,35.59,1,50
21.06666666666669,35.5,1,50
21.0,35.5,1,50
21.0,35.4666666666667,1,50
21.0,35.4,1,50
20.89,35.4,1,50
20.89,35.4,0,30
20.89,35.4,1,40
20.89,35.4,1,40
20.82333333333329,35.29,0,30
20.82333333333329,35.29,1,60
20.79,35.2,0,40
20.79,35.2,1,50
20.79,35.2,1,50
20.7,35.1633333333333,1,50
20.7,35.1633333333333,0,60
20.7,35.1633333333333,1,60
20.7,35.2233333333333,0,80
20.7,35.6266666666667,1,60
20.7,35.7,1,50
20.7,35.8633333333333,1,270
20.7,35.79,1,160
20.7,35.79,1,80
20.6333333333333,36.1966666666667,0,70
20.6,35.93,0,60
20.6,35.73,1,70
20.6,35.59,1,60
20.6,35.59,0,70
20.6,35.59,1,80
20.6,35.6633333333333,1,70
20.56666666666669,35.7,0,70
20.575,35.75,1,90
20.6,35.9,1,310
20.56666666666669,35.9333333333333,0,350
20.56666666666669,36.19333333333329,0,80
20.6,36.433333333333294,1,70
20.6,36.5,1,80
20.6,36.43,1,70
20.6,36.23,0,70
20.6,36.1633333333333,1,80
20.6666666666667,36.1633333333333,1,80
20.7,36.09,1,60
20.7,36.09,1,60
20.7,36.06,0,60
20.7,36.0,1,60
20.7,35.9,0,80
20.7,35.8266666666667,0,90
20.79,35.8266666666667,1,70
20.79,36.0266666666667,1,70
20.73,36.0266666666667,1,90
20.79,35.8725,1,80
20.79,35.73,0,70
20.79,35.56,0,70
20.79,35.5,0,60
20.79,35.3633333333333,1,70
20.79,35.23,1,40
20.79,35.2,0,50
20.79,35.1266666666667,1,50
20.79,35.09,0,60
20.73,35.09,1,50
20.7,35.09,1,30
20.7,35.09,0,30
20.7,35.0,1,40
20.7,35.0,1,30
20.79,35.0,1,60
20.79,35.0,1,50
20.79,35.0,0,50
20.79,35.0,1,60
20.79,35.0,1,60
20.79,35.0225,0,50
20.79,35.09,0,40
20.79,35.09,1,50
20.79,35.09,0,50
20.79,35.09,1,50
20.79,35.03,1,50
20.79,35.1333333333333,1,60
20.79,35.4666666666667,1,80
20.89,35.6633333333333,0,80
20.89,35.59,0,70
20.89,35.56,1,50
20.89,35.4333333333333,1,50
20.9266666666667,35.26,1,50
21.0,35.2,1,120
21.0,35.1633333333333,0,400
21.0,34.89,0,240
21.0,34.6633333333333,1,120
21.0,34.59,1,120
21.033333333333296,34.4666666666667,0,120
21.1,34.3266666666667,0,130
21.1,34.4,0,120
21.1,33.6933333333333,0,140
21.1,33.3,1,230
21.1333333333333,33.43,1,580
21.1333333333333,33.23,1,410
21.1,33.5,1,350
21.1666666666667,33.8333333333333,1,560
21.1,33.76,1,550
21.1,33.6266666666667,0,300
21.2,33.29,1,300
21.2,33.29,0,290
21.2,33.5,0,200
21.2,33.7,0,150
21.1333333333333,33.6666666666667,1,120
21.1333333333333,33.86,0,90
21.1,33.5,0,90
21.1,33.36,1,70
21.1,33.1633333333333,1,90
21.1,33.09,1,90
21.1,33.0,1,110
21.1,33.0,0,130
21.033333333333296,32.9333333333333,0,110
21.0,32.9,1,100
21.0,32.9666666666667,1,80
21.0,33.2666666666667,1,50
21.0,33.5266666666667,1,50
21.0,33.5,1,50
21.0,33.5,1,40
20.963333333333296,33.53,0,60
20.89,33.53,0,60
20.89,33.59,1,50
20.89,33.59,0,60
20.82333333333329,33.53,0,50
20.82333333333329,33.53,0,40
20.79,33.59,0,50
20.79,33.59,0,50
20.79,33.6266666666667,0,60
20.79,33.7,1,60
20.7,33.7,1,50
20.7,33.79,1,50
20.7,33.79,1,40
20.6666666666667,33.79,0,30
20.6,33.79,0,20
20.6,33.9,0,40
20.6,33.9,1,50
20.56666666666669,33.9333333333333,1,50
20.5,34.0,0,60
20.5,34.03,0,50
20.5,34.09,1,70
20.463333333333296,34.09,1,50
20.463333333333296,34.1633333333333,1,50
20.39,34.09,0,50
20.39,34.09,0,50
20.39,34.09,1,50
20.39,34.09,1,50
20.3566666666667,34.2,1,50
20.29,34.2,1,60
20.3566666666667,34.2,1,50
20.29,34.2,1,60
20.29,34.2,0,50
20.29,34.29,0,50
20.29,34.29,1,50
20.29,34.29,0,40
20.23,34.29,1,40
20.26,34.29,1,30
20.2,34.29,1,40
20.2,34.29,1,40
20.2,34.29,1,50
20.2,34.4,1,50
20.1333333333333,34.4,1,50
20.2,34.4,1,50
20.1333333333333,34.4,1,50
20.1,34.4333333333333,0,50
20.1,34.5,1,50
20.1,34.5,1,60
20.1,34.5,1,50
20.06666666666669,34.4666666666667,0,60
20.0,34.4975,1,60
20.0,34.9966666666667,1,70
20.1,35.3266666666667,1,100
20.1,35.66,1,60
20.1,35.79,1,60
20.1,35.79,0,130
20.1,36.03,1,470
20.1,36.09,0,290
20.1,36.06,1,250
20.1,36.0,1,250
20.1,36.16666666666671,1,400
20.1666666666667,36.2266666666667,1,510
20.1,36.09,1,260
20.1,36.09,0,80
20.1,36.393333333333295,0,100
20.1666666666667,37.6,1,70
20.23,38.723333333333294,1,90
20.23,38.2566666666667,1,60
20.2,37.76,0,70
20.2,37.525,0,50
20.2,37.3266666666667,0,40
20.2,37.1633333333333,0,50
20.2,37.03,1,60
20.2,36.9666666666667,0,60
20.2,36.9,1,60
20.2,36.9,0,50
20.2,36.9,0,50
20.2,36.9,1,20
20.2,36.9,0,30
20.2,36.933333333333294,0,20
20.2,37.0,0,40
20.2,37.09,0,70
20.1333333333333,37.1633333333333,1,60
20.1333333333333,37.2,0,300
20.1333333333333,37.33333333333329,1,780
20.1,37.5666666666667,1,470
20.1666666666667,37.76,1,270
20.2,37.863333333333294,0,240
20.15,37.7225,1,260
20.2,37.7,0,220
20.46,39.223333333333294,1,110
20.6,38.63,1,80
20.6333333333333,38.2,0,50
20.7,38.1266666666667,1,60
20.82333333333329,38.0,1,50
20.89,38.0,1,280
21.0,38.53,0,380
21.06666666666669,38.79,1,280
21.23,38.8266666666667,1,260
21.29,39.0266666666667,0,250
21.4266666666667,39.06,1,220
21.56666666666669,39.1333333333333,0,220
21.7,39.1333333333333,0,190
21.76,38.933333333333294,1,70
21.82333333333329,38.79,1,50
21.89,38.6566666666667,1,50
21.9266666666667,38.2966666666667,1,60
22.0,37.9975,0,60
22.06666666666669,37.9,0,50
22.1,37.76,1,60
22.1,37.83333333333329,0,60
22.2,37.863333333333294,1,70
22.2,37.79,1,80
